therapy,region,forecast_origin_month,forecast_origin_month_index,horizon_months,target_month,target_month_index,target_market_regime,target_supply_constrained,target_access_rate_allowed,target_new_metastatic_diagnoses_allowed,target_eligible_new_1l_patient_pool_allowed,target_competitor_overlap_pressure_allowed,horizon_months,calendar_month,target_observed_sales_units
Therapy B,West,2021-08-01,92,12,2022-08-01,104,persistence_change,0,0.6,165.19261664374176,49.557784993122524,1.078252907810606,12,8,269.8860742691947
Therapy B,West,2021-09-01,93,1,2021-10-01,94,overlapping_competitor_launch,0,0.6,164.50745396825243,49.35223619047573,1.078252907810606,1,9,305.86291635792134
Therapy B,West,2021-09-01,93,3,2021-12-01,96,overlapping_competitor_launch,0,0.6,164.64425877960483,49.39327763388145,1.078252907810606,3,9,299.1336776613496
Therapy B,West,2021-09-01,93,6,2022-03-01,99,overlapping_competitor_launch,0,0.6,164.84967933974127,49.45490380192238,1.078252907810606,6,9,288.1971725851114
Therapy B,West,2021-09-01,93,12,2022-09-01,105,persistence_change,0,0.6,165.26128966672022,49.57838690001606,1.078252907810606,12,9,266.3699788439686
Therapy B,West,2021-10-01,94,1,2021-11-01,95,overlapping_competitor_launch,0,0.6,164.57584215893564,49.37275264768069,1.078252907810606,1,10,302.57544864226975
Therapy B,West,2021-10-01,94,3,2022-01-01,97,overlapping_competitor_launch,0,0.6,164.712703842079,49.4138111526237,1.078252907810606,3,10,295.5679230198408
Therapy B,West,2021-10-01,94,6,2022-04-01,100,overlapping_competitor_launch,0,0.6,164.91820979859165,49.47546293957749,1.078252907810606,6,10,284.46001677405764
Therapy B,West,2021-10-01,94,12,2022-10-01,106,persistence_change,0,0.6,165.32999123809367,49.5989973714281,1.078252907810606,12,10,262.90731500237354
Therapy B,West,2021-11-01,95,1,2021-12-01,96,overlapping_competitor_launch,0,0.6,164.64425877960483,49.39327763388145,1.078252907810606,1,11,299.1336776613496
Therapy B,West,2021-11-01,95,3,2022-02-01,98,overlapping_competitor_launch,0,0.6,164.78117735818154,49.43435320745446,1.078252907810606,3,11,291.91107640590985
Therapy B,West,2021-11-01,95,6,2022-05-01,101,overlapping_competitor_launch,0,0.6,164.98676874657102,49.4960306239713,1.078252907810606,6,11,280.7319759279507
Therapy B,West,2021-11-01,95,12,2022-11-01,107,persistence_change,0,0.6,165.39872136973028,49.619616410919086,1.078252907810606,12,11,259.5266766191219
Therapy B,West,2021-12-01,96,1,2022-01-01,97,overlapping_competitor_launch,0,0.6,164.712703842079,49.4138111526237,1.078252907810606,1,12,295.5679230198408
Therapy B,West,2021-12-01,96,3,2022-03-01,99,overlapping_competitor_launch,0,0.6,164.84967933974127,49.45490380192238,1.078252907810606,3,12,288.1971725851114
Therapy B,West,2021-12-01,96,6,2022-06-01,102,overlapping_competitor_launch,0,0.6,165.05535619552285,49.51660685865685,1.078252907810606,6,12,277.0430053528135
Therapy B,West,2021-12-01,96,12,2022-12-01,108,persistence_change,0,0.6,165.46748007350286,49.64024402205086,1.078252907810606,12,12,256.2504508931693
Therapy B,West,2022-01-01,97,1,2022-02-01,98,overlapping_competitor_launch,0,0.6,164.78117735818154,49.43435320745446,1.078252907810606,1,1,291.91107640590985
Therapy B,West,2022-01-01,97,3,2022-04-01,100,overlapping_competitor_launch,0,0.6,164.91820979859165,49.47546293957749,1.078252907810606,3,1,284.46001677405764
Therapy B,West,2022-01-01,97,6,2022-07-01,103,persistence_change,0,0.6,165.12397215729536,49.53719164718861,1.078252907810606,6,1,273.41994353254904
Therapy B,West,2022-01-01,97,12,2023-01-01,109,persistence_change,0,0.6,165.5362673612893,49.66088020838679,1.078252907810606,12,1,253.09564152172655
Therapy B,West,2022-02-01,98,1,2022-03-01,99,overlapping_competitor_launch,0,0.6,164.84967933974127,49.45490380192238,1.078252907810606,1,2,288.1971725851114
Therapy B,West,2022-02-01,98,3,2022-05-01,101,overlapping_competitor_launch,0,0.6,164.98676874657102,49.4960306239713,1.078252907810606,3,2,280.7319759279507
Therapy B,West,2022-02-01,98,6,2022-08-01,104,persistence_change,0,0.6,165.19261664374176,49.557784993122524,1.078252907810606,6,2,269.8860742691947
Therapy B,West,2022-02-01,98,12,2023-02-01,110,persistence_change,0,0.6,165.60508324497246,49.68152497349174,1.078252907810606,12,2,250.0746400429572
Therapy B,West,2022-03-01,99,1,2022-04-01,100,overlapping_competitor_launch,0,0.6,164.91820979859165,49.47546293957749,1.078252907810606,1,3,284.46001677405764
Therapy B,West,2022-03-01,99,3,2022-06-01,102,overlapping_competitor_launch,0,0.6,165.05535619552285,49.51660685865685,1.078252907810606,3,3,277.0430053528135
Therapy B,West,2022-03-01,99,6,2022-09-01,105,persistence_change,0,0.6,165.26128966672022,49.57838690001606,1.078252907810606,6,3,266.3699788439686
Therapy B,West,2022-03-01,99,12,2023-03-01,111,persistence_change,0,0.6,165.67392773643996,49.70217832093199,1.078252907810606,12,3,247.19593375426297
Therapy B,West,2022-04-01,100,1,2022-05-01,101,overlapping_competitor_launch,0,0.6,164.98676874657102,49.4960306239713,1.078252907810606,1,4,280.7319759279507
Therapy B,West,2022-04-01,100,3,2022-07-01,103,persistence_change,0,0.6,165.12397215729536,49.53719164718861,1.078252907810606,3,4,273.41994353254904
Therapy B,West,2022-04-01,100,6,2022-10-01,106,persistence_change,0,0.6,165.32999123809367,49.5989973714281,1.078252907810606,6,4,262.90731500237354
Therapy B,West,2022-04-01,100,12,2023-04-01,112,persistence_change,0,0.6,165.74280084758456,49.72284025427537,1.078252907810606,12,4,244.46474406059792
Therapy B,West,2022-05-01,101,1,2022-06-01,102,overlapping_competitor_launch,0,0.6,165.05535619552285,49.51660685865685,1.078252907810606,1,5,277.0430053528135
Therapy B,West,2022-05-01,101,3,2022-08-01,104,persistence_change,0,0.6,165.19261664374176,49.557784993122524,1.078252907810606,3,5,269.8860742691947
Therapy B,West,2022-05-01,101,6,2022-11-01,107,persistence_change,0,0.6,165.39872136973028,49.619616410919086,1.078252907810606,6,5,259.5266766191219
Therapy B,West,2022-05-01,101,12,2023-05-01,113,persistence_change,0,0.6,165.81170259030384,49.74351077709115,1.078252907810606,12,5,241.8835934768318
Therapy B,West,2022-06-01,102,1,2022-07-01,103,persistence_change,0,0.6,165.12397215729536,49.53719164718861,1.078252907810606,1,6,273.41994353254904
Therapy B,West,2022-06-01,102,3,2022-09-01,105,persistence_change,0,0.6,165.26128966672022,49.57838690001606,1.078252907810606,3,6,266.3699788439686
Therapy B,West,2022-06-01,102,6,2022-12-01,108,persistence_change,0,0.6,165.46748007350286,49.64024402205086,1.078252907810606,6,6,256.2504508931693
Therapy B,West,2022-06-01,102,12,2023-06-01,114,persistence_change,0,0.6,165.8806329765004,49.76418989295012,1.078252907810606,12,6,239.45280275257625
Therapy B,West,2022-07-01,103,1,2022-08-01,104,persistence_change,0,0.6,165.19261664374176,49.557784993122524,1.078252907810606,1,7,269.8860742691947
Therapy B,West,2022-07-01,103,3,2022-10-01,106,persistence_change,0,0.6,165.32999123809367,49.5989973714281,1.078252907810606,3,7,262.90731500237354
Therapy B,West,2022-07-01,103,6,2023-01-01,109,persistence_change,0,0.6,165.5362673612893,49.66088020838679,1.078252907810606,6,7,253.09564152172655
Therapy B,West,2022-07-01,103,12,2023-07-01,115,epidemiology_change,0,0.6,,,1.078252907810606,12,7,238.283786187649
Therapy B,West,2022-08-01,104,1,2022-09-01,105,persistence_change,0,0.6,165.26128966672022,49.57838690001606,1.078252907810606,1,8,266.3699788439686
Therapy B,West,2022-08-01,104,3,2022-11-01,107,persistence_change,0,0.6,165.39872136973028,49.619616410919086,1.078252907810606,3,8,259.5266766191219
Therapy B,West,2022-08-01,104,6,2023-02-01,110,persistence_change,0,0.6,165.60508324497246,49.68152497349174,1.078252907810606,6,8,250.0746400429572
Therapy B,West,2022-08-01,104,12,2023-08-01,116,epidemiology_change,0,0.6,,,1.078252907810606,12,8,237.23951471512103
Therapy B,West,2022-09-01,105,1,2022-10-01,106,persistence_change,0,0.6,165.32999123809367,49.5989973714281,1.078252907810606,1,9,262.90731500237354
Therapy B,West,2022-09-01,105,3,2022-12-01,108,persistence_change,0,0.6,165.46748007350286,49.64024402205086,1.078252907810606,3,9,256.2504508931693
Therapy B,West,2022-09-01,105,6,2023-03-01,111,persistence_change,0,0.6,165.67392773643996,49.70217832093199,1.078252907810606,6,9,247.19593375426297
Therapy B,West,2022-09-01,105,12,2023-09-01,117,epidemiology_change,0,0.6,,,1.078252907810606,12,9,236.312452145671
Therapy B,West,2022-10-01,106,1,2022-11-01,107,persistence_change,0,0.6,165.39872136973028,49.619616410919086,1.078252907810606,1,10,259.5266766191219
Therapy B,West,2022-10-01,106,3,2023-01-01,109,persistence_change,0,0.6,165.5362673612893,49.66088020838679,1.078252907810606,3,10,253.09564152172655
Therapy B,West,2022-10-01,106,6,2023-04-01,112,persistence_change,0,0.6,165.74280084758456,49.72284025427537,1.078252907810606,6,10,244.46474406059792
Therapy B,West,2022-10-01,106,12,2023-10-01,118,epidemiology_change,0,0.6,,,1.078252907810606,12,10,235.4950120466522
Therapy B,West,2022-11-01,107,1,2022-12-01,108,persistence_change,0,0.6,165.46748007350286,49.64024402205086,1.078252907810606,1,11,256.2504508931693
Therapy B,West,2022-11-01,107,3,2023-02-01,110,persistence_change,0,0.6,165.60508324497246,49.68152497349174,1.078252907810606,3,11,250.0746400429572
Therapy B,West,2022-11-01,107,6,2023-05-01,113,persistence_change,0,0.6,165.81170259030384,49.74351077709115,1.078252907810606,6,11,241.8835934768318
Therapy B,West,2022-11-01,107,12,2023-11-01,119,epidemiology_change,0,0.6,,,1.078252907810606,12,11,234.7796618071136
Therapy B,West,2022-12-01,108,1,2023-01-01,109,persistence_change,0,0.6,165.5362673612893,49.66088020838679,1.078252907810606,1,12,253.09564152172655
Therapy B,West,2022-12-01,108,3,2023-03-01,111,persistence_change,0,0.6,165.67392773643996,49.70217832093199,1.078252907810606,3,12,247.19593375426297
Therapy B,West,2022-12-01,108,6,2023-06-01,114,persistence_change,0,0.6,165.8806329765004,49.76418989295012,1.078252907810606,6,12,239.45280275257625
Therapy B,West,2022-12-01,108,12,2023-12-01,120,epidemiology_change,0,0.6,,,1.078252907810606,12,12,234.15900703537545
Therapy B,West,2023-01-01,109,1,2023-02-01,110,persistence_change,0,0.6,165.60508324497246,49.68152497349174,1.078252907810606,1,1,250.0746400429572
Therapy B,West,2023-01-01,109,3,2023-04-01,112,persistence_change,0,0.6,165.74280084758456,49.72284025427537,1.078252907810606,3,1,244.46474406059792
Therapy B,West,2023-01-01,109,6,2023-07-01,115,epidemiology_change,0,0.6,185.86354306025163,55.759062918075486,1.078252907810606,6,1,238.283786187649
Therapy B,West,2023-01-01,109,12,2024-01-01,121,epidemiology_change,0,0.6,186.32762254186727,55.89828676256018,1.078252907810606,12,1,233.62585833857452
Therapy B,West,2023-02-01,110,1,2023-03-01,111,persistence_change,0,0.6,165.67392773643996,49.70217832093199,1.078252907810606,1,2,247.19593375426297
Therapy B,West,2023-02-01,110,3,2023-05-01,113,persistence_change,0,0.6,165.81170259030384,49.74351077709115,1.078252907810606,3,2,241.8835934768318
Therapy B,West,2023-02-01,110,6,2023-08-01,116,epidemiology_change,0,0.6,185.9408092941957,55.78224278825871,1.078252907810606,6,2,237.23951471512103
Therapy B,West,2023-02-01,110,12,2024-02-01,122,epidemiology_change,0,0.6,186.40508170054096,55.921524510162286,1.078252907810606,12,2,233.17328263799
Therapy B,West,2023-03-01,111,1,2023-04-01,112,persistence_change,0,0.6,165.74280084758456,49.72284025427537,1.078252907810606,1,3,244.46474406059792
Therapy B,West,2023-03-01,111,3,2023-06-01,114,persistence_change,0,0.6,165.8806329765004,49.76418989295012,1.078252907810606,3,3,239.45280275257625
Therapy B,West,2023-03-01,111,6,2023-09-01,117,epidemiology_change,0,0.6,186.01810764886025,55.80543229465808,1.078252907810606,6,3,236.312452145671
Therapy B,West,2023-03-01,111,12,2024-03-01,123,epidemiology_change,0,0.6,186.4825730601368,55.94477191804104,1.078252907810606,12,3,232.79464114156548
Therapy B,West,2023-04-01,112,1,2023-05-01,113,persistence_change,0,0.6,165.81170259030384,49.74351077709115,1.078252907810606,1,4,241.8835934768318
Therapy B,West,2023-04-01,112,3,2023-07-01,115,epidemiology_change,0,0.6,185.86354306025163,55.759062918075486,1.078252907810606,3,4,238.283786187649
Therapy B,West,2023-04-01,112,6,2023-10-01,118,epidemiology_change,0,0.6,186.09543813759828,55.82863144127949,1.078252907810606,6,4,235.4950120466522
Therapy B,West,2023-04-01,112,12,2024-04-01,124,epidemiology_change,0,0.6,186.5600966340412,55.96802899021236,1.078252907810606,12,4,232.48361597731156
Therapy B,West,2023-05-01,113,1,2023-06-01,114,persistence_change,0,0.6,165.8806329765004,49.76418989295012,1.078252907810606,1,5,239.45280275257625
Therapy B,West,2023-05-01,113,3,2023-08-01,116,epidemiology_change,0,0.6,185.9408092941957,55.78224278825871,1.078252907810606,3,5,237.23951471512103
Therapy B,West,2023-05-01,113,6,2023-11-01,119,epidemiology_change,0,0.6,186.1728007737684,55.85184023213052,1.078252907810606,6,5,234.7796618071136
Therapy B,West,2023-05-01,113,12,2024-05-01,125,epidemiology_change,0,0.6,186.637652435646,55.9912957306938,1.078252907810606,12,5,232.23422732500825
Therapy B,West,2023-06-01,114,1,2023-07-01,115,epidemiology_change,0,0.6,185.86354306025163,55.759062918075486,1.078252907810606,1,6,238.283786187649
Therapy B,West,2023-06-01,114,3,2023-09-01,117,epidemiology_change,0,0.6,186.01810764886025,55.80543229465808,1.078252907810606,3,6,236.312452145671
Therapy B,West,2023-06-01,114,6,2023-12-01,120,epidemiology_change,0,0.6,186.2501955707349,55.87505867122046,1.078252907810606,6,6,234.15900703537545
Therapy B,West,2023-06-01,114,12,2024-06-01,126,epidemiology_change,0,0.6,186.7152404783489,56.01457214350467,1.078252907810606,12,6,232.0408426944019
Therapy B,West,2023-07-01,115,1,2023-08-01,116,epidemiology_change,0,0.6,185.9408092941957,55.78224278825871,1.078252907810606,1,7,237.23951471512103
Therapy B,West,2023-07-01,115,3,2023-10-01,118,epidemiology_change,0,0.6,186.09543813759828,55.82863144127949,1.078252907810606,3,7,235.4950120466522
Therapy B,West,2023-07-01,115,6,2024-01-01,121,epidemiology_change,0,0.6,186.32762254186727,55.89828676256018,1.078252907810606,6,7,233.62585833857452
Therapy B,West,2023-07-01,115,12,2024-07-01,127,epidemiology_change,0,0.6,186.79286077555287,56.03785823266586,1.078252907810606,12,7,231.89817980301405
Therapy B,West,2023-08-01,116,1,2023-09-01,117,epidemiology_change,0,0.6,186.01810764886025,55.80543229465808,1.078252907810606,1,8,236.312452145671
Therapy B,West,2023-08-01,116,3,2023-11-01,119,epidemiology_change,0,0.6,186.1728007737684,55.85184023213052,1.078252907810606,3,8,234.7796618071136
Therapy B,West,2023-08-01,116,6,2024-02-01,122,epidemiology_change,0,0.6,186.40508170054096,55.921524510162286,1.078252907810606,6,8,233.17328263799
Therapy B,West,2023-08-01,116,12,2024-08-01,128,epidemiology_change,0,0.6,186.8705133406667,56.061154002200006,1.078252907810606,12,8,231.8013043167681
Therapy B,West,2023-09-01,117,1,2023-10-01,118,epidemiology_change,0,0.6,186.09543813759828,55.82863144127949,1.078252907810606,1,9,235.4950120466522
Therapy B,West,2023-09-01,117,3,2023-12-01,120,epidemiology_change,0,0.6,186.2501955707349,55.87505867122046,1.078252907810606,3,9,234.15900703537545
Therapy B,West,2023-09-01,117,6,2024-03-01,123,epidemiology_change,0,0.6,186.4825730601368,55.94477191804104,1.078252907810606,6,9,232.79464114156548
Therapy B,West,2023-09-01,117,12,2024-09-01,129,epidemiology_change,0,0.6,186.9481981871045,56.08445945613136,1.078252907810606,12,9,231.74562353850305
Therapy B,West,2023-10-01,118,1,2023-11-01,119,epidemiology_change,0,0.6,186.1728007737684,55.85184023213052,1.078252907810606,1,10,234.7796618071136
Therapy B,West,2023-10-01,118,3,2024-01-01,121,epidemiology_change,0,0.6,186.32762254186727,55.89828676256018,1.078252907810606,3,10,233.62585833857452
Therapy B,West,2023-10-01,118,6,2024-04-01,124,epidemiology_change,0,0.6,186.5600966340412,55.96802899021236,1.078252907810606,6,10,232.48361597731156
Therapy B,West,2023-10-01,118,12,2024-10-01,130,epidemiology_change,0,0.6,187.02591532828623,56.10777459848587,1.078252907810606,12,10,231.72687696667816
Therapy B,West,2023-11-01,119,1,2023-12-01,120,epidemiology_change,0,0.6,186.2501955707349,55.87505867122046,1.078252907810606,1,11,234.15900703537545
Therapy B,West,2023-11-01,119,3,2024-02-01,122,epidemiology_change,0,0.6,186.40508170054096,55.921524510162286,1.078252907810606,3,11,233.17328263799
Therapy B,West,2023-11-01,119,6,2024-05-01,125,epidemiology_change,0,0.6,186.637652435646,55.9912957306938,1.078252907810606,6,11,232.23422732500825
Therapy B,West,2023-11-01,119,12,2024-11-01,131,epidemiology_change,0,0.6,187.1036647776372,56.13109943329116,1.078252907810606,12,11,231.74112450071607
Therapy B,West,2023-12-01,120,1,2024-01-01,121,epidemiology_change,0,0.6,186.32762254186727,55.89828676256018,1.078252907810606,1,12,233.62585833857452
Therapy B,West,2023-12-01,120,3,2024-03-01,123,epidemiology_change,0,0.6,186.4825730601368,55.94477191804104,1.078252907810606,3,12,232.79464114156548
Therapy B,West,2023-12-01,120,6,2024-06-01,126,epidemiology_change,0,0.6,186.7152404783489,56.01457214350467,1.078252907810606,6,12,232.0408426944019
Therapy B,West,2023-12-01,120,12,2024-12-01,132,epidemiology_change,0,0.6,187.18144654858847,56.15443396457654,1.078252907810606,12,12,231.78473294067368
Therapy B,West,2024-01-01,121,1,2024-02-01,122,epidemiology_change,0,0.6,186.40508170054096,55.921524510162286,1.078252907810606,1,1,233.17328263799
Therapy B,West,2024-01-01,121,3,2024-04-01,124,epidemiology_change,0,0.6,186.5600966340412,55.96802899021236,1.078252907810606,3,1,232.48361597731156
Therapy B,West,2024-01-01,121,6,2024-07-01,127,epidemiology_change,0,0.6,186.79286077555287,56.03785823266586,1.078252907810606,6,1,231.89817980301405
Therapy B,West,2024-01-01,121,12,2025-01-01,133,epidemiology_change,0,0.6,187.2592606545766,56.17777819637298,1.078252907810606,12,1,231.85436131663528
Therapy B,West,2024-02-01,122,1,2024-03-01,123,epidemiology_change,0,0.6,186.4825730601368,55.94477191804104,1.078252907810606,1,2,232.79464114156548
Therapy B,West,2024-02-01,122,3,2024-05-01,125,epidemiology_change,0,0.6,186.637652435646,55.9912957306938,1.078252907810606,3,2,232.23422732500825
Therapy B,West,2024-02-01,122,6,2024-08-01,128,epidemiology_change,0,0.6,186.8705133406667,56.061154002200006,1.078252907810606,6,2,231.8013043167681
Therapy B,West,2024-02-01,122,12,2025-02-01,134,epidemiology_change,0,0.6,187.3371071090437,56.20113213271311,1.078252907810606,12,2,231.94694548624977
Therapy B,West,2024-03-01,123,1,2024-04-01,124,epidemiology_change,0,0.6,186.5600966340412,55.96802899021236,1.078252907810606,1,3,232.48361597731156
Therapy B,West,2024-03-01,123,3,2024-06-01,126,epidemiology_change,0,0.6,186.7152404783489,56.01457214350467,1.078252907810606,3,3,232.0408426944019
Therapy B,West,2024-03-01,123,6,2024-09-01,129,epidemiology_change,0,0.6,186.9481981871045,56.08445945613136,1.078252907810606,6,3,231.74562353850305
Therapy B,West,2024-03-01,123,12,2025-03-01,135,epidemiology_change,0,0.6,187.4149859254375,56.22449577763125,1.078252907810606,12,3,232.05968235580764
Therapy B,West,2024-04-01,124,1,2024-05-01,125,epidemiology_change,0,0.6,186.637652435646,55.9912957306938,1.078252907810606,1,4,232.23422732500825
Therapy B,West,2024-04-01,124,3,2024-07-01,127,epidemiology_change,0,0.6,186.79286077555287,56.03785823266586,1.078252907810606,3,4,231.89817980301405
Therapy B,West,2024-04-01,124,6,2024-10-01,130,epidemiology_change,0,0.6,187.02591532828623,56.10777459848587,1.078252907810606,6,4,231.72687696667816
Therapy B,West,2024-04-01,124,12,2025-04-01,136,epidemiology_change,0,0.6,187.49289711721133,56.2478691351634,1.078252907810606,12,4,232.1900140096984
Therapy B,West,2024-05-01,125,1,2024-06-01,126,epidemiology_change,0,0.6,186.7152404783489,56.01457214350467,1.078252907810606,1,5,232.0408426944019
Therapy B,West,2024-05-01,125,3,2024-08-01,128,epidemiology_change,0,0.6,186.8705133406667,56.061154002200006,1.078252907810606,3,5,231.8013043167681
Therapy B,West,2024-05-01,125,6,2024-11-01,131,epidemiology_change,0,0.6,187.1036647776372,56.13109943329116,1.078252907810606,6,5,231.74112450071607
Therapy B,West,2024-05-01,125,12,2025-05-01,137,epidemiology_change,0,0.6,187.57084069782425,56.27125220934728,1.078252907810606,12,5,232.3356119735357
Therapy B,West,2024-06-01,126,1,2024-07-01,127,epidemiology_change,0,0.6,186.79286077555287,56.03785823266586,1.078252907810606,1,6,231.89817980301405
Therapy B,West,2024-06-01,126,3,2024-09-01,129,epidemiology_change,0,0.6,186.9481981871045,56.08445945613136,1.078252907810606,3,6,231.74562353850305
Therapy B,West,2024-06-01,126,6,2024-12-01,132,epidemiology_change,0,0.6,187.18144654858847,56.15443396457654,1.078252907810606,6,6,231.78473294067368
Therapy B,West,2024-06-01,126,12,2025-06-01,138,epidemiology_change,0,0.6,187.64881668074065,56.2946450042222,1.078252907810606,12,6,232.49436178629765
Therapy B,West,2024-07-01,127,1,2024-08-01,128,epidemiology_change,0,0.6,186.8705133406667,56.061154002200006,1.078252907810606,1,7,231.8013043167681
Therapy B,West,2024-07-01,127,3,2024-10-01,130,epidemiology_change,0,0.6,187.02591532828623,56.10777459848587,1.078252907810606,3,7,231.72687696667816
Therapy B,West,2024-07-01,127,6,2025-01-01,133,epidemiology_change,0,0.6,187.2592606545766,56.17777819637298,1.078252907810606,6,7,231.85436131663528
Therapy B,West,2024-07-01,127,12,2025-07-01,139,epidemiology_change,0,0.6,187.72682507943065,56.31804752382919,1.078252907810606,12,7,232.6643480152062
Therapy B,West,2024-08-01,128,1,2024-09-01,129,epidemiology_change,0,0.6,186.9481981871045,56.08445945613136,1.078252907810606,1,8,231.74562353850305
Therapy B,West,2024-08-01,128,3,2024-11-01,131,epidemiology_change,0,0.6,187.1036647776372,56.13109943329116,1.078252907810606,3,8,231.74112450071607
Therapy B,West,2024-08-01,128,6,2025-02-01,134,epidemiology_change,0,0.6,187.3371071090437,56.20113213271311,1.078252907810606,6,8,231.94694548624977
Therapy B,West,2024-08-01,128,12,2025-08-01,140,epidemiology_change,0,0.6,187.80486590737,56.341459772211,1.078252907810606,12,8,232.84383981259805
Therapy B,West,2024-09-01,129,1,2024-10-01,130,epidemiology_change,0,0.6,187.02591532828623,56.10777459848587,1.078252907810606,1,9,231.72687696667816
Therapy B,West,2024-09-01,129,3,2024-12-01,132,epidemiology_change,0,0.6,187.18144654858847,56.15443396457654,1.078252907810606,3,9,231.78473294067368
Therapy B,West,2024-09-01,129,6,2025-03-01,135,epidemiology_change,0,0.6,187.4149859254375,56.22449577763125,1.078252907810606,6,9,232.05968235580764
Therapy B,West,2024-09-01,129,12,2025-09-01,141,epidemiology_change,0,0.6,187.88293917804,56.364881753412,1.078252907810606,12,9,233.03127708567888
Therapy B,West,2024-10-01,130,1,2024-11-01,131,epidemiology_change,0,0.6,187.1036647776372,56.13109943329116,1.078252907810606,1,10,231.74112450071607
Therapy B,West,2024-10-01,130,3,2025-01-01,133,epidemiology_change,0,0.6,187.2592606545766,56.17777819637298,1.078252907810606,3,10,231.85436131663528
Therapy B,West,2024-10-01,130,6,2025-04-01,136,epidemiology_change,0,0.6,187.49289711721133,56.2478691351634,1.078252907810606,6,10,232.1900140096984
Therapy B,West,2024-10-01,130,12,2025-10-01,142,epidemiology_change,0,0.6,187.9610449049277,56.3883134714783,1.078252907810606,12,10,233.22525732687757
Therapy B,West,2024-11-01,131,1,2024-12-01,132,epidemiology_change,0,0.6,187.18144654858847,56.15443396457654,1.078252907810606,1,11,231.78473294067368
Therapy B,West,2024-11-01,131,3,2025-02-01,134,epidemiology_change,0,0.6,187.3371071090437,56.20113213271311,1.078252907810606,3,11,231.94694548624977
Therapy B,West,2024-11-01,131,6,2025-05-01,137,epidemiology_change,0,0.6,187.57084069782425,56.27125220934728,1.078252907810606,6,11,232.3356119735357
Therapy B,West,2024-11-01,131,12,2025-11-01,143,epidemiology_change,0,0.6,188.0391831015254,56.41175493045762,1.078252907810606,12,11,233.4245231337332
Therapy B,West,2024-12-01,132,1,2025-01-01,133,epidemiology_change,0,0.6,187.2592606545766,56.17777819637298,1.078252907810606,1,12,231.85436131663528
Therapy B,West,2024-12-01,132,3,2025-03-01,135,epidemiology_change,0,0.6,187.4149859254375,56.22449577763125,1.078252907810606,3,12,232.05968235580764
Therapy B,West,2024-12-01,132,6,2025-06-01,138,epidemiology_change,0,0.6,187.64881668074065,56.2946450042222,1.078252907810606,6,12,232.49436178629765
Therapy B,West,2024-12-01,132,12,2025-12-01,144,epidemiology_change,0,0.6,188.11735378133145,56.43520613439942,1.078252907810606,12,12,233.6279504321542
Therapy B,West,2025-01-01,133,1,2025-02-01,134,epidemiology_change,0,0.6,187.3371071090437,56.20113213271311,1.078252907810606,1,1,231.94694548624977
Therapy B,West,2025-01-01,133,3,2025-04-01,136,epidemiology_change,0,0.6,187.49289711721133,56.2478691351634,1.078252907810606,3,1,232.1900140096984
Therapy B,West,2025-01-01,133,6,2025-07-01,139,epidemiology_change,0,0.6,187.72682507943065,56.31804752382919,1.078252907810606,6,1,232.6643480152062
Therapy B,West,2025-02-01,134,1,2025-03-01,135,epidemiology_change,0,0.6,187.4149859254375,56.22449577763125,1.078252907810606,1,2,232.05968235580764
Therapy B,West,2025-02-01,134,3,2025-05-01,137,epidemiology_change,0,0.6,187.57084069782425,56.27125220934728,1.078252907810606,3,2,232.3356119735357
Therapy B,West,2025-02-01,134,6,2025-08-01,140,epidemiology_change,0,0.6,187.80486590737,56.341459772211,1.078252907810606,6,2,232.84383981259805
Therapy B,West,2025-03-01,135,1,2025-04-01,136,epidemiology_change,0,0.6,187.49289711721133,56.2478691351634,1.078252907810606,1,3,232.1900140096984
Therapy B,West,2025-03-01,135,3,2025-06-01,138,epidemiology_change,0,0.6,187.64881668074065,56.2946450042222,1.078252907810606,3,3,232.49436178629765
Therapy B,West,2025-03-01,135,6,2025-09-01,141,epidemiology_change,0,0.6,187.88293917804,56.364881753412,1.078252907810606,6,3,233.03127708567888
Therapy B,West,2025-04-01,136,1,2025-05-01,137,epidemiology_change,0,0.6,187.57084069782425,56.27125220934728,1.078252907810606,1,4,232.3356119735357
Therapy B,West,2025-04-01,136,3,2025-07-01,139,epidemiology_change,0,0.6,187.72682507943065,56.31804752382919,1.078252907810606,3,4,232.6643480152062
Therapy B,West,2025-04-01,136,6,2025-10-01,142,epidemiology_change,0,0.6,187.9610449049277,56.3883134714783,1.078252907810606,6,4,233.22525732687757
Therapy B,West,2025-05-01,137,1,2025-06-01,138,epidemiology_change,0,0.6,187.64881668074065,56.2946450042222,1.078252907810606,1,5,232.49436178629765
Therapy B,West,2025-05-01,137,3,2025-08-01,140,epidemiology_change,0,0.6,187.80486590737,56.341459772211,1.078252907810606,3,5,232.84383981259805
Therapy B,West,2025-05-01,137,6,2025-11-01,143,epidemiology_change,0,0.6,188.0391831015254,56.41175493045762,1.078252907810606,6,5,233.4245231337332
Therapy B,West,2025-06-01,138,1,2025-07-01,139,epidemiology_change,0,0.6,187.72682507943065,56.31804752382919,1.078252907810606,1,6,232.6643480152062
Therapy B,West,2025-06-01,138,3,2025-09-01,141,epidemiology_change,0,0.6,187.88293917804,56.364881753412,1.078252907810606,3,6,233.03127708567888
Therapy B,West,2025-06-01,138,6,2025-12-01,144,epidemiology_change,0,0.6,188.11735378133145,56.43520613439942,1.078252907810606,6,6,233.6279504321542
