therapy,region,forecast_origin_month,forecast_origin_month_index,horizon_months,target_month,target_month_index,target_market_regime,target_supply_constrained,sales_at_forecast_origin,sales_lag_1,sales_lag_3,sales_lag_6,sales_lag_12,rolling_mean_3,rolling_mean_6,rolling_sd_6,sales_change_vs_3_months_ago,therapy_age_months,calendar_month,calendar_year,horizon_months,target_access_rate_allowed,target_new_metastatic_diagnoses_allowed,target_eligible_new_1l_patient_pool_allowed,target_competitor_overlap_pressure_allowed,target_observed_sales_units
Therapy C,East,2023-03-01,111,12,2024-03-01,123,epidemiology_change,0,975.1490818716348,974.7160399883296,973.8432556070028,972.5141489618647,969.7573951968876,974.2800417510884,973.6195890205944,0.8237946765548603,1.30582626463206,111,3,2023,12,0.66,163.67742867662164,114.57420007363514,0.0,1033.798843367699
Therapy C,East,2023-04-01,112,1,2023-05-01,113,persistence_change,0,975.5801356918856,975.1490818716348,974.280829657933,972.9601534458444,970.2281693890164,974.7153171726326,974.0587445055559,0.8189497864594263,1.2993060339525755,112,4,2023,1,0.66,145.53442007539053,101.87409405277336,0.0,976.0093680644424
Therapy C,East,2023-04-01,112,3,2023-07-01,115,epidemiology_change,0,975.5801356918856,975.1490818716348,974.280829657933,972.9601534458444,970.2281693890164,974.7153171726326,974.0587445055559,0.8189497864594263,1.2993060339525755,112,4,2023,3,0.66,163.13410048786793,114.19387034150752,0.0,984.2996109115338
Therapy C,East,2023-04-01,112,6,2023-10-01,118,epidemiology_change,0,975.5801356918856,975.1490818716348,974.280829657933,972.9601534458444,970.2281693890164,974.7153171726326,974.0587445055559,0.8189497864594263,1.2993060339525755,112,4,2023,6,0.66,163.33763687928518,114.33634581549964,0.0,1005.4898718609472
Therapy C,East,2023-04-01,112,12,2024-04-01,124,epidemiology_change,0,975.5801356918856,975.1490818716348,974.280829657933,972.9601534458444,970.2281693890164,974.7153171726326,974.0587445055559,0.8189497864594263,1.2993060339525755,112,4,2023,12,0.66,163.7454718134696,114.62183026942871,0.0,1038.5538322897323
Therapy C,East,2023-05-01,113,1,2023-06-01,114,persistence_change,0,976.0093680644424,975.5801356918856,974.7160399883296,973.403106462591,970.6939172260664,975.14841918395,974.4954082132294,0.814502477280127,1.2933280761127435,113,5,2023,1,0.66,145.59492089423492,101.91644462596444,0.0,976.4369328737898
Therapy C,East,2023-05-01,113,3,2023-08-01,116,epidemiology_change,0,976.0093680644424,975.5801356918856,974.7160399883296,973.403106462591,970.6939172260664,975.14841918395,974.4954082132294,0.814502477280127,1.2933280761127435,113,5,2023,3,0.66,163.2019177551223,114.2413424285856,0.0,991.7517608765984
Therapy C,East,2023-05-01,113,6,2023-11-01,119,epidemiology_change,0,976.0093680644424,975.5801356918856,974.7160399883296,973.403106462591,970.6939172260664,975.14841918395,974.4954082132294,0.814502477280127,1.2933280761127435,113,5,2023,6,0.66,163.40553875963883,114.38387713174716,0.0,1011.8088705893274
Therapy C,East,2023-05-01,113,12,2024-05-01,125,epidemiology_change,0,976.0093680644424,975.5801356918856,974.7160399883296,973.403106462591,970.6939172260664,975.14841918395,974.4954082132294,0.814502477280127,1.2933280761127435,113,5,2023,12,0.66,163.8135432368596,114.66948026580172,0.0,1043.0420701259486
Therapy C,East,2023-06-01,114,1,2023-07-01,115,epidemiology_change,0,976.4369328737898,976.0093680644424,975.1490818716348,973.8432556070028,971.155035706122,975.5795285426543,974.9297851468714,0.8104224603543757,1.28785100215498,114,6,2023,1,0.66,163.13410048786793,114.19387034150752,0.0,984.2996109115338
Therapy C,East,2023-06-01,114,3,2023-09-01,117,epidemiology_change,0,976.4369328737898,976.0093680644424,975.1490818716348,973.8432556070028,971.155035706122,975.5795285426543,974.9297851468714,0.8104224603543757,1.28785100215498,114,6,2023,3,0.66,163.26976321502127,114.28883425051488,0.0,998.8096824628292
Therapy C,East,2023-06-01,114,6,2023-12-01,120,epidemiology_change,0,976.4369328737898,976.0093680644424,975.1490818716348,973.8432556070028,971.155035706122,975.5795285426543,974.9297851468714,0.8104224603543757,1.28785100215498,114,6,2023,6,0.66,163.47346886781216,114.4314282074685,0.0,1017.7831386038584
Therapy C,East,2023-06-01,114,12,2024-06-01,126,epidemiology_change,0,976.4369328737898,976.0093680644424,975.1490818716348,973.8432556070028,971.155035706122,975.5795285426543,974.9297851468714,0.8104224603543757,1.28785100215498,114,6,2023,12,0.66,163.8816429585508,114.71715007098555,0.0,1047.2778799714738
Therapy C,East,2023-07-01,115,1,2023-08-01,116,epidemiology_change,0,984.2996109115338,976.4369328737898,975.5801356918856,974.280829657933,971.6118918808304,976.0088122100393,975.362064691336,0.8066817245491018,8.719475219648189,115,7,2023,1,0.66,163.2019177551223,114.2413424285856,0.0,991.7517608765984
Therapy C,East,2023-07-01,115,3,2023-10-01,118,epidemiology_change,0,984.2996109115338,976.4369328737898,975.5801356918856,974.280829657933,971.6118918808304,976.0088122100393,975.362064691336,0.8066817245491018,8.719475219648189,115,7,2023,3,0.66,163.33763687928518,114.33634581549964,0.0,1005.4898718609472
Therapy C,East,2023-07-01,115,6,2024-01-01,121,epidemiology_change,0,984.2996109115338,976.4369328737898,975.5801356918856,974.280829657933,971.6118918808304,976.0088122100393,975.362064691336,0.8066817245491018,8.719475219648189,115,7,2023,6,0.66,163.54142721553987,114.4789990508779,0.0,1023.4289486516408
Therapy C,East,2023-07-01,115,12,2024-07-01,127,epidemiology_change,0,984.2996109115338,976.4369328737898,975.5801356918856,974.280829657933,971.6118918808304,976.0088122100393,975.362064691336,0.8066817245491018,8.719475219648189,115,7,2023,12,0.66,163.94977099030723,114.76483969321504,0.0,1051.2750786563288
Therapy C,East,2023-08-01,116,1,2023-09-01,117,epidemiology_change,0,991.7517608765984,984.2996109115338,976.0093680644424,974.7160399883296,972.064825077834,978.915303949922,977.0318615669361,3.6120634166565226,15.742392812156027,116,8,2023,1,0.66,163.26976321502127,114.28883425051488,0.0,998.8096824628292
Therapy C,East,2023-08-01,116,3,2023-11-01,119,epidemiology_change,0,991.7517608765984,984.2996109115338,976.0093680644424,974.7160399883296,972.064825077834,978.915303949922,977.0318615669361,3.6120634166565226,15.742392812156027,116,8,2023,3,0.66,163.40553875963883,114.38387713174716,0.0,1011.8088705893274
Therapy C,East,2023-08-01,116,6,2024-02-01,122,epidemiology_change,0,991.7517608765984,984.2996109115338,976.0093680644424,974.7160399883296,972.064825077834,978.915303949922,977.0318615669361,3.6120634166565226,15.742392812156027,116,8,2023,6,0.66,163.60941381456152,114.52658967019306,0.0,1028.76229917385
Therapy C,East,2023-08-01,116,12,2024-08-01,128,epidemiology_change,0,991.7517608765984,984.2996109115338,976.0093680644424,974.7160399883296,972.064825077834,978.915303949922,977.0318615669361,3.6120634166565226,15.742392812156027,116,8,2023,12,0.66,164.01792734389787,114.81254914072848,0.0,1055.046959326703
Therapy C,East,2023-09-01,117,1,2023-10-01,118,epidemiology_change,0,998.8096824628292,991.7517608765984,976.4369328737898,975.1490818716348,972.5141489618647,984.1627682206407,979.8711483816475,6.755414406758986,22.37274958903936,117,9,2023,1,0.66,163.33763687928518,114.33634581549964,0.0,1005.4898718609472
Therapy C,East,2023-09-01,117,3,2023-12-01,120,epidemiology_change,0,998.8096824628292,991.7517608765984,976.4369328737898,975.1490818716348,972.5141489618647,984.1627682206407,979.8711483816475,6.755414406758986,22.37274958903936,117,9,2023,3,0.66,163.47346886781216,114.4314282074685,0.0,1017.7831386038584
Therapy C,East,2023-09-01,117,6,2024-03-01,123,epidemiology_change,0,998.8096824628292,991.7517608765984,976.4369328737898,975.1490818716348,972.5141489618647,984.1627682206407,979.8711483816475,6.755414406758986,22.37274958903936,117,9,2023,6,0.66,163.67742867662164,114.57420007363514,0.0,1033.798843367699
Therapy C,East,2023-09-01,117,12,2024-09-01,129,epidemiology_change,0,998.8096824628292,991.7517608765984,976.4369328737898,975.1490818716348,972.5141489618647,984.1627682206407,979.8711483816475,6.755414406758986,22.37274958903936,117,9,2023,12,0.66,164.08611203109638,114.86027842176746,0.0,1058.6062806451764
Therapy C,East,2023-10-01,118,1,2023-11-01,119,epidemiology_change,0,1005.4898718609472,998.8096824628292,984.2996109115338,975.5801356918856,972.9601534458444,991.6203514169871,983.8145818135132,9.708184965944902,21.190260949413414,118,10,2023,1,0.66,163.40553875963883,114.38387713174716,0.0,1011.8088705893274
Therapy C,East,2023-10-01,118,3,2024-01-01,121,epidemiology_change,0,1005.4898718609472,998.8096824628292,984.2996109115338,975.5801356918856,972.9601534458444,991.6203514169871,983.8145818135132,9.708184965944902,21.190260949413414,118,10,2023,3,0.66,163.54142721553987,114.4789990508779,0.0,1023.4289486516408
Therapy C,East,2023-10-01,118,6,2024-04-01,124,epidemiology_change,0,1005.4898718609472,998.8096824628292,984.2996109115338,975.5801356918856,972.9601534458444,991.6203514169871,983.8145818135132,9.708184965944902,21.190260949413414,118,10,2023,6,0.66,163.7454718134696,114.62183026942871,0.0,1038.5538322897323
Therapy C,East,2023-10-01,118,12,2024-10-01,130,epidemiology_change,0,1005.4898718609472,998.8096824628292,984.2996109115338,975.5801356918856,972.9601534458444,991.6203514169871,983.8145818135132,9.708184965944902,21.190260949413414,118,10,2023,12,0.66,164.15432506368157,114.9080275445771,0.0,1061.965261610521
Therapy C,East,2023-11-01,119,1,2023-12-01,120,epidemiology_change,0,1011.8088705893274,1005.4898718609472,991.7517608765984,976.0093680644424,973.403106462591,998.6837717334583,988.7995378416903,12.034597232631068,20.057109712729016,119,11,2023,1,0.66,163.47346886781216,114.4314282074685,0.0,1017.7831386038584
Therapy C,East,2023-11-01,119,3,2024-02-01,122,epidemiology_change,0,1011.8088705893274,1005.4898718609472,991.7517608765984,976.0093680644424,973.403106462591,998.6837717334583,988.7995378416903,12.034597232631068,20.057109712729016,119,11,2023,3,0.66,163.60941381456152,114.52658967019306,0.0,1028.76229917385
Therapy C,East,2023-11-01,119,6,2024-05-01,125,epidemiology_change,0,1011.8088705893274,1005.4898718609472,991.7517608765984,976.0093680644424,973.403106462591,998.6837717334583,988.7995378416903,12.034597232631068,20.057109712729016,119,11,2023,6,0.66,163.8135432368596,114.66948026580172,0.0,1043.0420701259486
Therapy C,East,2023-11-01,119,12,2024-11-01,131,epidemiology_change,0,1011.8088705893274,1005.4898718609472,991.7517608765984,976.0093680644424,973.403106462591,998.6837717334583,988.7995378416903,12.034597232631068,20.057109712729016,119,11,2023,12,0.66,164.22256645343705,114.95579651740591,0.0,1065.135581119784
Therapy C,East,2023-12-01,120,1,2024-01-01,121,epidemiology_change,0,1017.7831386038584,1011.8088705893274,998.8096824628292,976.4369328737898,973.8432556070028,1005.3694749710345,994.7661215958375,13.23931926609055,18.97345614102926,120,12,2023,1,0.66,163.54142721553987,114.4789990508779,0.0,1023.4289486516408
Therapy C,East,2023-12-01,120,3,2024-03-01,123,epidemiology_change,0,1017.7831386038584,1011.8088705893274,998.8096824628292,976.4369328737898,973.8432556070028,1005.3694749710345,994.7661215958375,13.23931926609055,18.97345614102926,120,12,2023,3,0.66,163.67742867662164,114.57420007363514,0.0,1033.798843367699
Therapy C,East,2023-12-01,120,6,2024-06-01,126,epidemiology_change,0,1017.7831386038584,1011.8088705893274,998.8096824628292,976.4369328737898,973.8432556070028,1005.3694749710345,994.7661215958375,13.23931926609055,18.97345614102926,120,12,2023,6,0.66,163.8816429585508,114.71715007098555,0.0,1047.2778799714738
Therapy C,East,2023-12-01,120,12,2024-12-01,132,epidemiology_change,0,1017.7831386038584,1011.8088705893274,998.8096824628292,976.4369328737898,973.8432556070028,1005.3694749710345,994.7661215958375,13.23931926609055,18.97345614102926,120,12,2023,12,0.66,164.29083621215122,115.00358534850584,0.0,1068.1283815038842
Therapy C,East,2024-01-01,121,1,2024-02-01,122,epidemiology_change,0,1023.4289486516408,1017.7831386038584,1005.4898718609472,984.2996109115338,974.280829657933,1011.6939603513778,1001.6571558841825,12.532387358421374,17.939076790693548,121,1,2024,1,0.66,163.60941381456152,114.52658967019306,0.0,1028.76229917385
Therapy C,East,2024-01-01,121,3,2024-04-01,124,epidemiology_change,0,1023.4289486516408,1017.7831386038584,1005.4898718609472,984.2996109115338,974.280829657933,1011.6939603513778,1001.6571558841825,12.532387358421374,17.939076790693548,121,1,2024,3,0.66,163.7454718134696,114.62183026942871,0.0,1038.5538322897323
Therapy C,East,2024-01-01,121,6,2024-07-01,127,epidemiology_change,0,1023.4289486516408,1017.7831386038584,1005.4898718609472,984.2996109115338,974.280829657933,1011.6939603513778,1001.6571558841825,12.532387358421374,17.939076790693548,121,1,2024,6,0.66,163.94977099030723,114.76483969321504,0.0,1051.2750786563288
Therapy C,East,2024-01-01,121,12,2025-01-01,133,epidemiology_change,0,1023.4289486516408,1017.7831386038584,1005.4898718609472,984.2996109115338,974.280829657933,1011.6939603513778,1001.6571558841825,12.532387358421374,17.939076790693548,121,1,2024,12,0.66,164.35913435161757,115.05139404613227,0.0,1070.9542753643966
Therapy C,East,2024-02-01,122,1,2024-03-01,123,epidemiology_change,0,1028.76229917385,1023.4289486516408,1011.8088705893274,991.7517608765984,974.7160399883296,1017.6736526149422,1008.1787121742003,11.856188921200674,16.9534285845225,122,2,2024,1,0.66,163.67742867662164,114.57420007363514,0.0,1033.798843367699
Therapy C,East,2024-02-01,122,3,2024-05-01,125,epidemiology_change,0,1028.76229917385,1023.4289486516408,1011.8088705893274,991.7517608765984,974.7160399883296,1017.6736526149422,1008.1787121742003,11.856188921200674,16.9534285845225,122,2,2024,3,0.66,163.8135432368596,114.66948026580172,0.0,1043.0420701259486
Therapy C,East,2024-02-01,122,6,2024-08-01,128,epidemiology_change,0,1028.76229917385,1023.4289486516408,1011.8088705893274,991.7517608765984,974.7160399883296,1017.6736526149422,1008.1787121742003,11.856188921200674,16.9534285845225,122,2,2024,6,0.66,164.01792734389787,114.81254914072848,0.0,1055.046959326703
Therapy C,East,2024-02-01,122,12,2025-02-01,134,epidemiology_change,0,1028.76229917385,1023.4289486516408,1011.8088705893274,991.7517608765984,974.7160399883296,1017.6736526149422,1008.1787121742003,11.856188921200674,16.9534285845225,122,2,2024,12,0.66,164.42746088363432,115.09922261854402,0.0,1073.623355124775
Therapy C,East,2024-03-01,123,1,2024-04-01,124,epidemiology_change,0,1033.798843367699,1028.76229917385,1017.7831386038584,998.8096824628292,975.1490818716348,1023.3247954764497,1014.347135223742,11.210608779238049,16.015704763840517,123,3,2024,1,0.66,163.7454718134696,114.62183026942871,0.0,1038.5538322897323
Therapy C,East,2024-03-01,123,3,2024-06-01,126,epidemiology_change,0,1033.798843367699,1028.76229917385,1017.7831386038584,998.8096824628292,975.1490818716348,1023.3247954764497,1014.347135223742,11.210608779238049,16.015704763840517,123,3,2024,3,0.66,163.8816429585508,114.71715007098555,0.0,1047.2778799714738
Therapy C,East,2024-03-01,123,6,2024-09-01,129,epidemiology_change,0,1033.798843367699,1028.76229917385,1017.7831386038584,998.8096824628292,975.1490818716348,1023.3247954764497,1014.347135223742,11.210608779238049,16.015704763840517,123,3,2024,6,0.66,164.08611203109638,114.86027842176746,0.0,1058.6062806451764
Therapy C,East,2024-03-01,123,12,2025-03-01,135,epidemiology_change,0,1033.798843367699,1028.76229917385,1017.7831386038584,998.8096824628292,975.1490818716348,1023.3247954764497,1014.347135223742,11.210608779238049,16.015704763840517,123,3,2024,12,0.66,164.49581582000468,115.14707107400326,0.0,1076.145204785159
Therapy C,East,2024-04-01,124,1,2024-05-01,125,epidemiology_change,0,1038.5538322897323,1033.798843367699,1023.4289486516408,1005.4898718609472,975.5801356918856,1028.6633637310633,1020.1786620412205,10.595329417133904,15.124883638091546,124,4,2024,1,0.66,163.8135432368596,114.66948026580172,0.0,1043.0420701259486
Therapy C,East,2024-04-01,124,3,2024-07-01,127,epidemiology_change,0,1038.5538322897323,1033.798843367699,1023.4289486516408,1005.4898718609472,975.5801356918856,1028.6633637310633,1020.1786620412205,10.595329417133904,15.124883638091546,124,4,2024,3,0.66,163.94977099030723,114.76483969321504,0.0,1051.2750786563288
Therapy C,East,2024-04-01,124,6,2024-10-01,130,epidemiology_change,0,1038.5538322897323,1033.798843367699,1023.4289486516408,1005.4898718609472,975.5801356918856,1028.6633637310633,1020.1786620412205,10.595329417133904,15.124883638091546,124,4,2024,6,0.66,164.15432506368157,114.9080275445771,0.0,1061.965261610521
Therapy C,East,2024-04-01,124,12,2025-04-01,136,epidemiology_change,0,1038.5538322897323,1033.798843367699,1023.4289486516408,1005.4898718609472,975.5801356918856,1028.6633637310633,1020.1786620412205,10.595329417133904,15.124883638091546,124,4,2024,12,0.66,164.56419917253692,115.19493942077584,0.0,1078.5289134371544
Therapy C,East,2024-05-01,125,1,2024-06-01,126,epidemiology_change,0,1043.0420701259486,1038.5538322897323,1028.76229917385,1011.8088705893274,976.0093680644424,1033.7049916104272,1025.6893221126847,10.009866187419707,14.279770952098715,125,5,2024,1,0.66,163.8816429585508,114.71715007098555,0.0,1047.2778799714738
Therapy C,East,2024-05-01,125,3,2024-08-01,128,epidemiology_change,0,1043.0420701259486,1038.5538322897323,1028.76229917385,1011.8088705893274,976.0093680644424,1033.7049916104272,1025.6893221126847,10.009866187419707,14.279770952098715,125,5,2024,3,0.66,164.01792734389787,114.81254914072848,0.0,1055.046959326703
Therapy C,East,2024-05-01,125,6,2024-11-01,131,epidemiology_change,0,1043.0420701259486,1038.5538322897323,1028.76229917385,1011.8088705893274,976.0093680644424,1033.7049916104272,1025.6893221126847,10.009866187419707,14.279770952098715,125,5,2024,6,0.66,164.22256645343705,114.95579651740591,0.0,1065.135581119784
Therapy C,East,2024-05-01,125,12,2025-05-01,137,epidemiology_change,0,1043.0420701259486,1038.5538322897323,1028.76229917385,1011.8088705893274,976.0093680644424,1033.7049916104272,1025.6893221126847,10.009866187419707,14.279770952098715,125,5,2024,12,0.66,164.6326109530439,115.2428276671307,0.0,1080.7830901544576
Therapy C,East,2024-06-01,126,1,2024-07-01,127,epidemiology_change,0,1047.2778799714738,1043.0420701259486,1033.798843367699,1017.7831386038584,976.4369328737898,1038.4649152611266,1030.894855368788,9.453597999570427,13.47903660377483,126,6,2024,1,0.66,163.94977099030723,114.76483969321504,0.0,1051.2750786563288
Therapy C,East,2024-06-01,126,3,2024-09-01,129,epidemiology_change,0,1047.2778799714738,1043.0420701259486,1033.798843367699,1017.7831386038584,976.4369328737898,1038.4649152611266,1030.894855368788,9.453597999570427,13.47903660377483,126,6,2024,3,0.66,164.08611203109638,114.86027842176746,0.0,1058.6062806451764
Therapy C,East,2024-06-01,126,6,2024-12-01,132,epidemiology_change,0,1047.2778799714738,1043.0420701259486,1033.798843367699,1017.7831386038584,976.4369328737898,1038.4649152611266,1030.894855368788,9.453597999570427,13.47903660377483,126,6,2024,6,0.66,164.29083621215122,115.00358534850584,0.0,1068.1283815038842
Therapy C,East,2024-06-01,126,12,2025-06-01,138,epidemiology_change,0,1047.2778799714738,1043.0420701259486,1033.798843367699,1017.7831386038584,976.4369328737898,1038.4649152611266,1030.894855368788,9.453597999570427,13.47903660377483,126,6,2024,12,0.66,164.70105117334356,115.29073582134048,0.0,1082.915879927791
Therapy C,East,2024-07-01,127,1,2024-08-01,128,epidemiology_change,0,1051.2750786563288,1047.2778799714738,1038.5538322897323,1023.4289486516408,984.2996109115338,1042.957927462385,1035.8106455967243,8.92579400283733,12.72124636659646,127,7,2024,1,0.66,164.01792734389787,114.81254914072848,0.0,1055.046959326703
Therapy C,East,2024-07-01,127,3,2024-10-01,130,epidemiology_change,0,1051.2750786563288,1047.2778799714738,1038.5538322897323,1023.4289486516408,984.2996109115338,1042.957927462385,1035.8106455967243,8.92579400283733,12.72124636659646,127,7,2024,3,0.66,164.15432506368157,114.9080275445771,0.0,1061.965261610521
Therapy C,East,2024-07-01,127,6,2025-01-01,133,epidemiology_change,0,1051.2750786563288,1047.2778799714738,1038.5538322897323,1023.4289486516408,984.2996109115338,1042.957927462385,1035.8106455967243,8.92579400283733,12.72124636659646,127,7,2024,6,0.66,164.35913435161757,115.05139404613227,0.0,1070.9542753643966
Therapy C,East,2024-07-01,127,12,2025-07-01,139,epidemiology_change,0,1051.2750786563288,1047.2778799714738,1038.5538322897323,1023.4289486516408,984.2996109115338,1042.957927462385,1035.8106455967243,8.92579400283733,12.72124636659646,127,7,2024,12,0.66,164.76951984525877,115.33866389168114,0.0,1084.9349803590262
Therapy C,East,2024-08-01,128,1,2024-09-01,129,epidemiology_change,0,1055.046959326703,1051.2750786563288,1043.0420701259486,1028.76229917385,991.7517608765984,1047.198342917917,1040.451667264172,8.425636721509232,12.004889200754405,128,8,2024,1,0.66,164.08611203109638,114.86027842176746,0.0,1058.6062806451764
Therapy C,East,2024-08-01,128,3,2024-11-01,131,epidemiology_change,0,1055.046959326703,1051.2750786563288,1043.0420701259486,1028.76229917385,991.7517608765984,1047.198342917917,1040.451667264172,8.425636721509232,12.004889200754405,128,8,2024,3,0.66,164.22256645343705,114.95579651740591,0.0,1065.135581119784
Therapy C,East,2024-08-01,128,6,2025-02-01,134,epidemiology_change,0,1055.046959326703,1051.2750786563288,1043.0420701259486,1028.76229917385,991.7517608765984,1047.198342917917,1040.451667264172,8.425636721509232,12.004889200754405,128,8,2024,6,0.66,164.42746088363432,115.09922261854402,0.0,1073.623355124775
Therapy C,East,2024-08-01,128,12,2025-08-01,140,epidemiology_change,0,1055.046959326703,1051.2750786563288,1043.0420701259486,1028.76229917385,991.7517608765984,1047.198342917917,1040.451667264172,8.425636721509232,12.004889200754405,128,8,2024,12,0.66,164.8380169806173,115.3866118864321,0.0,1086.84765887031
Therapy C,East,2024-09-01,129,1,2024-10-01,130,epidemiology_change,0,1058.6062806451764,1055.046959326703,1047.2778799714738,1033.798843367699,998.8096824628292,1051.1999726515019,1044.8324439563141,7.952242052343124,11.328400673702617,129,9,2024,1,0.66,164.15432506368157,114.9080275445771,0.0,1061.965261610521
Therapy C,East,2024-09-01,129,3,2024-12-01,132,epidemiology_change,0,1058.6062806451764,1055.046959326703,1047.2778799714738,1033.798843367699,998.8096824628292,1051.1999726515019,1044.8324439563141,7.952242052343124,11.328400673702617,129,9,2024,3,0.66,164.29083621215122,115.00358534850584,0.0,1068.1283815038842
Therapy C,East,2024-09-01,129,6,2025-03-01,135,epidemiology_change,0,1058.6062806451764,1055.046959326703,1047.2778799714738,1033.798843367699,998.8096824628292,1051.1999726515019,1044.8324439563141,7.952242052343124,11.328400673702617,129,9,2024,6,0.66,164.49581582000468,115.14707107400326,0.0,1076.145204785159
Therapy C,East,2024-09-01,129,12,2025-09-01,141,epidemiology_change,0,1058.6062806451764,1055.046959326703,1047.2778799714738,1033.798843367699,998.8096824628292,1051.1999726515019,1044.8324439563141,7.952242052343124,11.328400673702617,129,9,2024,12,0.66,164.90654259125185,115.43457981387628,0.0,1088.6607702200206
Therapy C,East,2024-10-01,130,1,2024-11-01,131,epidemiology_change,0,1061.965261610521,1058.6062806451764,1051.2750786563288,1038.5538322897323,1005.4898718609472,1054.9761062094028,1048.967016835894,7.504676490006672,10.690182954192323,130,10,2024,1,0.66,164.22256645343705,114.95579651740591,0.0,1065.135581119784
Therapy C,East,2024-10-01,130,3,2025-01-01,133,epidemiology_change,0,1061.965261610521,1058.6062806451764,1051.2750786563288,1038.5538322897323,1005.4898718609472,1054.9761062094028,1048.967016835894,7.504676490006672,10.690182954192323,130,10,2024,3,0.66,164.35913435161757,115.05139404613227,0.0,1070.9542753643966
Therapy C,East,2024-10-01,130,6,2025-04-01,136,epidemiology_change,0,1061.965261610521,1058.6062806451764,1051.2750786563288,1038.5538322897323,1005.4898718609472,1054.9761062094028,1048.967016835894,7.504676490006672,10.690182954192323,130,10,2024,6,0.66,164.56419917253692,115.19493942077584,0.0,1078.5289134371544
Therapy C,East,2024-10-01,130,12,2025-10-01,142,epidemiology_change,0,1061.965261610521,1058.6062806451764,1051.2750786563288,1038.5538322897323,1005.4898718609472,1054.9761062094028,1048.967016835894,7.504676490006672,10.690182954192323,130,10,2024,12,0.66,164.975096689,115.4825676823,0.0,1090.3807741490614
Therapy C,East,2024-11-01,131,1,2024-12-01,132,epidemiology_change,0,1065.135581119784,1061.965261610521,1055.046959326703,1043.0420701259486,1011.8088705893274,1058.5395005274668,1052.868921722692,7.081971906937885,10.088621793081074,131,11,2024,1,0.66,164.29083621215122,115.00358534850584,0.0,1068.1283815038842
Therapy C,East,2024-11-01,131,3,2025-02-01,134,epidemiology_change,0,1065.135581119784,1061.965261610521,1055.046959326703,1043.0420701259486,1011.8088705893274,1058.5395005274668,1052.868921722692,7.081971906937885,10.088621793081074,131,11,2024,3,0.66,164.42746088363432,115.09922261854402,0.0,1073.623355124775
Therapy C,East,2024-11-01,131,6,2025-05-01,137,epidemiology_change,0,1065.135581119784,1061.965261610521,1055.046959326703,1043.0420701259486,1011.8088705893274,1058.5395005274668,1052.868921722692,7.081971906937885,10.088621793081074,131,11,2024,6,0.66,164.6326109530439,115.2428276671307,0.0,1080.7830901544576
Therapy C,East,2024-11-01,131,12,2025-11-01,143,epidemiology_change,0,1065.135581119784,1061.965261610521,1055.046959326703,1043.0420701259486,1011.8088705893274,1058.5395005274668,1052.868921722692,7.081971906937885,10.088621793081074,131,11,2024,12,0.66,165.0436792857042,115.53057549999292,0.0,1092.013753008781
Therapy C,East,2024-12-01,132,1,2025-01-01,133,epidemiology_change,0,1068.1283815038842,1065.135581119784,1058.6062806451764,1047.2778799714738,1017.7831386038584,1061.902374458494,1056.551173554998,6.68313817864049,9.522100858707745,132,12,2024,1,0.66,164.35913435161757,115.05139404613227,0.0,1070.9542753643966
Therapy C,East,2024-12-01,132,3,2025-03-01,135,epidemiology_change,0,1068.1283815038842,1065.135581119784,1058.6062806451764,1047.2778799714738,1017.7831386038584,1061.902374458494,1056.551173554998,6.68313817864049,9.522100858707745,132,12,2024,3,0.66,164.49581582000468,115.14707107400326,0.0,1076.145204785159
Therapy C,East,2024-12-01,132,6,2025-06-01,138,epidemiology_change,0,1068.1283815038842,1065.135581119784,1058.6062806451764,1047.2778799714738,1017.7831386038584,1061.902374458494,1056.551173554998,6.68313817864049,9.522100858707745,132,12,2024,6,0.66,164.70105117334356,115.29073582134048,0.0,1082.915879927791
Therapy C,East,2024-12-01,132,12,2025-12-01,144,epidemiology_change,0,1068.1283815038842,1065.135581119784,1058.6062806451764,1047.2778799714738,1017.7831386038584,1061.902374458494,1056.551173554998,6.68313817864049,9.522100858707745,132,12,2024,12,0.66,165.11229039321194,115.57860327524834,0.0,1093.565429246148
Therapy C,East,2025-01-01,133,1,2025-02-01,134,epidemiology_change,0,1070.9542753643966,1068.1283815038842,1061.965261610521,1051.2750786563288,1023.4289486516408,1065.076408078063,1060.0262571437331,6.3071739136853155,8.989013753875497,133,1,2025,1,0.66,164.42746088363432,115.09922261854402,0.0,1073.623355124775
Therapy C,East,2025-01-01,133,3,2025-04-01,136,epidemiology_change,0,1070.9542753643966,1068.1283815038842,1061.965261610521,1051.2750786563288,1023.4289486516408,1065.076408078063,1060.0262571437331,6.3071739136853155,8.989013753875497,133,1,2025,3,0.66,164.56419917253692,115.19493942077584,0.0,1078.5289134371544
Therapy C,East,2025-01-01,133,6,2025-07-01,139,epidemiology_change,0,1070.9542753643966,1068.1283815038842,1061.965261610521,1051.2750786563288,1023.4289486516408,1065.076408078063,1060.0262571437331,6.3071739136853155,8.989013753875497,133,1,2025,6,0.66,164.76951984525877,115.33866389168114,0.0,1084.9349803590262
Therapy C,East,2025-02-01,134,1,2025-03-01,135,epidemiology_change,0,1073.623355124775,1070.9542753643966,1065.135581119784,1055.046959326703,1028.76229917385,1068.0727459960217,1063.306123261744,5.953075519219522,8.487774004990797,134,2,2025,1,0.66,164.49581582000468,115.14707107400326,0.0,1076.145204785159
